ID,Folder,PDF_File,Category,Page,Product_Title,Description,Price_Formatted,Raw_Price,Extraction_Method,Line_Text
FURN-00768,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,1,Workstation,,"₹2,026",2026,ocr,"WORKSTATION |  | ₹2,026"
FURN-00769,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,2,19,,₹450,450,text_regex,: 19450/-
FURN-00770,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,2,- 18,,₹500,500,text_regex,- 18500/-
FURN-00771,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,2,- 34,,₹0,0,text_regex,- 34000/-
FURN-00772,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,2,13,,₹500,500,text_regex,: 13500/-
FURN-00773,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,3,12,,₹0,0,text_regex,: 12000/-
FURN-00774,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,3,- 13,,₹500,500,text_regex,- 13500/-
FURN-00775,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,3,11,,₹500,500,text_regex,: 11500/-
FURN-00776,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,3,- 12,,₹500,500,text_regex,- 12500/-
FURN-00777,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,4,- 14,,₹500,500,text_regex,- 14500/-
FURN-00778,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,4,- 8,,₹500,500,text_regex,- 8500/-
FURN-00779,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,4,- 10,,₹0,0,text_regex,- 10000/-
FURN-00780,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,5,10,,₹0,0,text_regex,: 10000/- | BLACK : 9000/-
FURN-00781,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,5,13,,₹750,750,text_regex,: 13750/-
FURN-00782,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,5,14,,₹500,500,text_regex,: 14500/-
FURN-00783,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,5,Octa,,"₹10,500",10500,text_regex,OCTA : 10500/-
FURN-00784,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,6,- 8,,₹600,600,text_regex,- 8600/-
FURN-00785,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,6,- 7,,₹300,300,text_regex,- 7300/-
FURN-00786,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,6,Eco,,"₹10,000",10000,text_regex,: ECO : 10000/-
FURN-00787,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,6,Eco,,"₹8,700",8700,text_regex,: ECO : 8700/-
FURN-00788,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,7,Workstation,Glssflled rylon mesh back with fixed lumbar support &fabric seat.,"₹7,900",7900,ocr,"WORKSTATION | Glssflled rylon mesh back with fixed lumbar support &fabric seat. | ₹7,900"
FURN-00789,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,8,11,,₹500,500,text_regex,: 11500/-
FURN-00790,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,9,- 6,,₹400,400,text_regex,- 6400/-
FURN-00791,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,9,- 6,,₹800,800,text_regex,- 6800/-
FURN-00792,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,9,- 6,,₹600,600,text_regex,- 6600/-
FURN-00793,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,9,- 6,,₹200,200,text_regex,- 6200/-
FURN-00794,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,9,- 6,,₹400,400,text_regex,- 6400/-
FURN-00795,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,9,- 5,,₹700,700,text_regex,- 5700/-
FURN-00796,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,10,- 7,,₹800,800,text_regex,- 7800/-
FURN-00797,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,10,(Black),,"₹7,500",7500,text_regex,(BLACK)  : 7500/-
FURN-00798,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,10,Grey,,"₹9,200",9200,text_regex,GREY : 9200/-
FURN-00799,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,11,Alpha Black - 6,,₹500,500,text_regex,ALPHA BLACK - 6500/-
FURN-00800,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,11,Gamma,,"₹15,500",15500,text_regex,GAMMA : 15500/-
FURN-00801,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,11,Delta,,"₹7,100",7100,text_regex,DELTA : 7100/-
FURN-00802,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,11,Alpha Grey,,"₹7,600",7600,text_regex,ALPHA GREY : 7600/-
FURN-00803,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,12,- 6,,₹800,800,text_regex,- 6800/-
FURN-00804,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,12,- 7,,₹300,300,text_regex,- 7300/-
FURN-00805,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,12,- 5,,₹700,700,text_regex,- 5700/-
FURN-00806,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,12,- 6,,₹300,300,text_regex,- 6300/-
FURN-00807,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,13,- 7,,₹200,200,text_regex,- 7200/-
FURN-00808,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,13,- 6,,₹300,300,text_regex,- 6300/-
FURN-00809,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,13,- 6,,₹900,900,text_regex,- 6900/-
FURN-00810,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,13,- 6,,₹200,200,text_regex,- 6200/-
FURN-00811,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,14,- 10,,₹500,500,text_regex,- 10500/-
FURN-00812,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,14,- 7,,₹900,900,text_regex,- 7900/-
FURN-00813,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,14,- 7,,₹400,400,text_regex,- 7400/-
FURN-00814,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,14,- 15,,₹0,0,text_regex,- 15000/-
FURN-00815,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,15,- 4,,₹100,100,text_regex,- 4100/-
FURN-00816,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,15,Octa Visitor,,"₹8,500",8500,text_regex,OCTA VISITOR : 8500/-
FURN-00817,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,16,Grey - 12,,₹0,0,text_regex,GREY - 12000/- | BLACK - 11000/-
FURN-00818,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,16,- Black,,"₹6,900",6900,text_regex,- BLACK : 6900/- | GREY : 7600/-
FURN-00819,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,16,- Black,,"₹7,700",7700,text_regex,- BLACK : 7700/- | GREY : 8400/-
FURN-00820,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,16,- 5,,₹800,800,text_regex,- 5800/-
FURN-00821,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,16,- 5,,₹600,600,text_regex,- 5600/-
FURN-00822,A -DIVINE CHAIRS PRICELIST,WORKSTATION PRICELIST- AUG26.pdf,workstation,17,Chair,MY CHAIR MY PRIDE,Price on Request,0,ocr,CHAIR | MY CHAIR MY PRIDE | Price on Request
FURN-00823,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,1,26,,₹0,0,text_regex,26000/-
FURN-00824,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,2,31,,₹0,0,text_regex,31000/-
FURN-00825,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,2,28,,₹750,750,text_regex,28750/-
FURN-00826,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,2,32,,₹0,0,text_regex,32000/-
FURN-00827,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,3,17,,₹0,0,text_regex,17000/-
FURN-00828,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,3,21,,₹500,500,text_regex,21500/-
FURN-00829,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,3,21,,₹0,0,text_regex,21000/-
FURN-00830,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,4,22,,₹0,0,text_regex,22000/-
FURN-00831,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,4,26,,₹0,0,text_regex,26000/-
FURN-00832,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,4,42,,₹0,0,text_regex,42000/-
FURN-00833,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,5,17,,₹0,0,text_regex,17000/-
FURN-00834,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,5,26,,₹0,0,text_regex,26000/-
FURN-00835,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,5,22,,₹0,0,text_regex,22000/-
FURN-00836,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,6,26,,₹0,0,text_regex,26000/-
FURN-00837,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,6,28,,₹0,0,text_regex,28000/-
FURN-00838,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,6,10,,₹750,750,text_regex,10750/-
FURN-00839,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,7,22,,₹0,0,text_regex,22000/-
FURN-00840,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,7,23,,₹0,0,text_regex,23000/-
FURN-00841,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,7,17,,₹500,500,text_regex,17500/-
FURN-00842,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,8,22,,₹0,0,text_regex,22000/-
FURN-00843,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,8,23,,₹0,0,text_regex,23000/-
FURN-00844,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,8,22,,₹0,0,text_regex,22000/-
FURN-00845,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,9,14,,₹0,0,text_regex,14000/-
FURN-00846,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,10,11,,₹500,500,text_regex,11500/-
FURN-00847,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,10,18,,₹500,500,text_regex,18500/-
FURN-00848,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,10,12,,₹500,500,text_regex,12500/-
FURN-00849,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,11,34,,₹0,0,text_regex,34000/-
FURN-00850,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,11,22,,₹0,0,text_regex,22000/-
FURN-00851,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,11,42,,₹0,0,text_regex,42000/-
FURN-00852,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,12,23,,₹0,0,text_regex,23000/-
FURN-00853,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,12,17,,₹200,200,text_regex,17200/-
FURN-00854,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,12,16,,₹0,0,text_regex,16000/-
FURN-00855,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,13,18,,₹800,800,text_regex,18800/-
FURN-00856,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,13,23,,₹500,500,text_regex,23500/-
FURN-00857,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,13,23,,₹0,0,text_regex,23000/-
FURN-00858,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,14,21,,₹500,500,text_regex,21500/-
FURN-00859,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,14,21,,₹0,0,text_regex,21000/-
FURN-00860,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,14,19,,₹0,0,text_regex,19000/-
FURN-00861,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,15,10,,₹500,500,text_regex,10500/-
FURN-00862,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,15,18,,₹500,500,text_regex,18500/-
FURN-00863,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,15,Wood,,"₹22,500",22500,text_regex,WOOD : 22500/- | METAL : 20000/-
FURN-00864,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,16,19,,₹500,500,text_regex,19500/-
FURN-00865,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,16,14,,₹500,500,text_regex,14500/-
FURN-00866,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,16,23,,₹0,0,text_regex,23000/-
FURN-00867,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,17,16,,₹500,500,text_regex,16500/-
FURN-00868,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,17,14,,₹0,0,text_regex,14000/-
FURN-00869,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,17,19,,₹500,500,text_regex,19500/-
FURN-00870,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,18,21,,₹0,0,text_regex,21000/- | BLACK - 21000/-
FURN-00871,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,18,14,,₹500,500,text_regex,14500/-
FURN-00872,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,18,23,,₹0,0,text_regex,23000/-
FURN-00873,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,19,13,,₹750,750,text_regex,13750/-
FURN-00874,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,19,10,,₹750,750,text_regex,10750/-
FURN-00875,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,19,11,,₹0,0,text_regex,11000/-
FURN-00876,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,20,15,,₹0,0,text_regex,15000/-
FURN-00877,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,20,15,,₹0,0,text_regex,15000/-
FURN-00878,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,20,16,,₹0,0,text_regex,16000/-
FURN-00879,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,21,21,,₹0,0,text_regex,21000/-
FURN-00880,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,21,15,,₹0,0,text_regex,15000/-
FURN-00881,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,21,15,,₹0,0,text_regex,15000/-
FURN-00882,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,22,Dining Chairs,PEPPER,"₹5,600",5600,ocr,"DINING CHAIRS | PEPPER | ₹5,600"
FURN-00883,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,23,12,,₹250,250,text_regex,12250/-
FURN-00884,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,23,11,,₹500,500,text_regex,11500/-
FURN-00885,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,24,Dining Chairs,IRIS (IND),"₹6,300",6300,ocr,"DINING CHAIRS | IRIS (IND) | ₹6,300"
FURN-00886,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,25,13,,₹500,500,text_regex,13500/-
FURN-00887,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,25,10,,₹500,500,text_regex,10500/-
FURN-00888,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,26,13,,₹0,0,text_regex,13000/-
FURN-00889,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,26,12,,₹0,0,text_regex,12000/-
FURN-00890,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,26,14,,₹500,500,text_regex,14500/-
FURN-00891,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,27,11,,₹0,0,text_regex,11000/-
FURN-00892,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,28,23,,₹0,0,text_regex,23000/-
FURN-00893,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,28,14,,₹0,0,text_regex,14000/-
FURN-00894,A- DIVINE CHAIRS PRICELIST W-O LOGO,DINNING PRICELIST WL - AUG 26.pdf,dining,29,My Chair My Pride,All Prices are Ex-Warehouse,Price on Request,0,ocr,MY CHAIR MY PRIDE | All Prices are Ex-Warehouse | Price on Request
FURN-00895,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,1,Executive,工一尺,"₹2,026",2026,ocr,"EXECUTIVE | 工一尺 | ₹2,026"
FURN-00896,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,2,81,,₹0,0,text_regex,: 81000/- | MB : 79000/-
FURN-00897,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,2,76,,₹0,0,text_regex,: 76000/- | MB : 74000/-
FURN-00898,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,2,- 130,,₹0,0,text_regex,- 130000/-
FURN-00899,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,3,35,,₹0,0,text_regex,: 35000/-
FURN-00900,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,3,34,,₹0,0,text_regex,: 34000/-
FURN-00901,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,3,35,,₹0,0,text_regex,: 35000/-
FURN-00902,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,3,34,,₹0,0,text_regex,: 34000/-
FURN-00903,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,4,40,,₹0,0,text_regex,: 40000/-
FURN-00904,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,4,38,,₹0,0,text_regex,: 38000/-
FURN-00905,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,4,40,,₹0,0,text_regex,: 40000/-
FURN-00906,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,4,38,,₹0,0,text_regex,: 38000/-
FURN-00907,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,5,31,,₹0,0,text_regex,: 31000/-
FURN-00908,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,5,29,,₹0,0,text_regex,: 29000/-
FURN-00909,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,5,29,,₹0,0,text_regex,: 29000/-
FURN-00910,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,5,28,,₹0,0,text_regex,: 28000/-
FURN-00911,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,6,30,,₹500,500,text_regex,: 30500/-
FURN-00912,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,6,28,,₹500,500,text_regex,: 28500/-
FURN-00913,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,7,24,,₹500,500,text_regex,: 24500/- | MB : 23500/-
FURN-00914,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,7,23,,₹500,500,text_regex,: 23500/-  | MB : 22500/-
FURN-00915,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,7,32,,₹0,0,text_regex,: 32000/-
FURN-00916,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,7,31,,₹0,0,text_regex,: 31000/-
FURN-00917,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,8,16,,₹200,200,text_regex,: 16200/- |MB : 15300/-
FURN-00918,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,8,(Ind/Eco) 10,,₹500,500,text_regex,(IND/ECO) 10500/- |MB : 9
FURN-00919,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,8,(Imp),,₹310,310,text_regex,(IMP)       310
FURN-00920,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,8,11,,₹500,500,text_regex,: 11500/- | MB :10500/-
FURN-00921,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,9,21,,₹500,500,text_regex,: 21500/-
FURN-00922,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,9,20,,₹500,500,text_regex,: 20500/-
FURN-00923,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,9,20,,₹0,0,text_regex,: 20000/-
FURN-00924,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,9,18,,₹500,500,text_regex,: 18500/-
FURN-00925,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,10,19,,₹0,0,text_regex,: 19000/-
FURN-00926,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,10,16,,₹500,500,text_regex,: 16500/-
FURN-00927,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,10,15,,₹0,0,text_regex,: 15000/-
FURN-00928,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,10,18,,₹500,500,text_regex,: 18500/-
FURN-00929,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,10,17,,₹500,500,text_regex,: 17500/-
FURN-00930,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,11,16,,₹0,0,text_regex,16000/-
FURN-00931,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,11,15,,₹0,0,text_regex,15000/
FURN-00932,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,11,10,,₹700,700,text_regex,: 10700/- |MB
FURN-00933,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,11,10,,₹0,0,text_regex,: 10000/-
FURN-00934,A- DIVINE CHAIRS PRICELIST W-O LOGO,EXECUTIVE PRICELIST.pdf,executive,11,29,,₹0,0,text_regex,: 29000/- |MB
