ID,Folder,PDF_File,Category,Page,Product_Title,Description,Price_Formatted,Raw_Price,Extraction_Method,Line_Text
FURN-00362,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,11,London,,"₹21,000",21000,text_regex,LONDON : 21000/-
FURN-00363,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,11,Jamaica,,"₹24,500",24500,text_regex,JAMAICA : 24500/-
FURN-00364,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Athens (R),,"₹38,000",38000,text_regex,ATHENS (R) : 38000/-
FURN-00365,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Edinburg,,"₹36,000",36000,text_regex,EDINBURG : 36000/-
FURN-00366,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Sumo  - 21,,₹0,0,text_regex,SUMO  - 21000/-
FURN-00367,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Knoll (Fix),,"₹13,400",13400,text_regex,KNOLL (FIX) : 13400/-
FURN-00368,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Amalfi - 56,,₹0,0,text_regex,AMALFI - 56000/-
FURN-00369,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Lexus - 64,,₹0,0,text_regex,LEXUS - 64000/-
FURN-00370,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Milano - 46,,₹0,0,text_regex,MILANO - 46000/-
FURN-00371,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Swing,,"₹46,000",46000,text_regex,SWING : 46000/-
FURN-00372,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Gemini,,"₹26,000",26000,text_regex,GEMINI : 26000/-
FURN-00373,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Capri,,"₹15,500",15500,text_regex,CAPRI : 15500/-
FURN-00374,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Rome,,"₹33,000",33000,text_regex,ROME : 33000/-
FURN-00375,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Caviana,,"₹36,000",36000,text_regex,CAVIANA : 36000/-
FURN-00376,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Lawson Hb Black,,"₹21,500",21500,text_regex,LAWSON HB BLACK : 21500/-
FURN-00377,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Samson,,"₹13,000",13000,text_regex,SAMSON : 13000/-
FURN-00378,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Lawson Mb Black,,"₹19,000",19000,text_regex,LAWSON MB BLACK : 19000/-
FURN-00379,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Tucson,,"₹12,000",12000,text_regex,TUCSON : 12000/-
FURN-00380,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Wood,,"₹15,300",15300,text_regex,SIAM WOOD : 15300/-
FURN-00381,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Apex,,"₹21,000",21000,text_regex,SIAM APEX : 21000/-
FURN-00382,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Aluminium,,"₹14,800",14800,text_regex,SIAM ALUMINIUM : 14800/-
FURN-00383,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Crest,,"₹16,500",16500,text_regex,SIAM CREST : 16500/-
FURN-00384,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Barbados,,"₹14,000",14000,text_regex,BARBADOS : 14000/-
FURN-00385,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Kiwis,,"₹12,000",12000,text_regex,KIWIS : 12000/-
FURN-00386,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Prince,,"₹24,000",24000,text_regex,PRINCE : 24000/-
FURN-00387,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Paris - 23,,₹0,0,text_regex,PARIS - 23000/-
FURN-00388,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,18,Siam 4 Star,,"₹11,600",11600,text_regex,SIAM 4 STAR : 11600/-
FURN-00389,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,18,Star Blk 4 Star,,"₹11,500",11500,text_regex,STAR BLK 4 STAR : 11500/-
FURN-00390,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,18,Terano,,"₹14,500",14500,text_regex,TERANO : 14500/-
FURN-00391,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,18,Espana,,"₹10,500",10500,text_regex,ESPANA : 10500/-
FURN-00392,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,18,Espana (Ind),,"₹10,500",10500,text_regex,ESPANA (IND) : 10500/-
FURN-00393,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,19,Abira (F),,"₹9,400",9400,text_regex,ABIRA (F) : 9400/-
FURN-00394,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,19,Alex (F),,"₹9,800",9800,text_regex,ALEX (F) : 9800/-
FURN-00395,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,19,Star (F),,"₹9,900",9900,text_regex,STAR (F) : 9900/-
FURN-00396,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,19,Andros,,"₹19,000",19000,text_regex,ANDROS : 19000/-
FURN-00397,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,20,Knoll (Rev.),,"₹13,200",13200,text_regex,KNOLL (REV.) : 13200/-
FURN-00398,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,20,Boston,,"₹12,250",12250,text_regex,BOSTON : 12250/-
FURN-00399,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,20,Alex Rev.,,"₹11,000",11000,text_regex,ALEX REV. : 11000/-
FURN-00400,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,20,Kiwis Rev. - 11,,₹0,0,text_regex,KIWIS REV. - 11000/-
FURN-00401,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,21,Sofia,,"₹13,000",13000,text_regex,SOFIA : 13000/-
FURN-00402,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,21,Abira Rev.,,"₹10,850",10850,text_regex,ABIRA REV. : 10850/-
FURN-00403,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,21,Stefano,,"₹15,500",15500,text_regex,STEFANO : 15500/-
FURN-00404,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,21,Royal Espana,,"₹12,500",12500,text_regex,ROYAL ESPANA : 12500/-
FURN-00405,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,22,Luv,,"₹13,000",13000,text_regex,LUV : 13000/-
FURN-00406,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,22,Dayton,,"₹15,500",15500,text_regex,DAYTON : 15500/-
FURN-00407,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,22,Toledo,,"₹13,800",13800,text_regex,TOLEDO : 13800/-
FURN-00408,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,22,Swan,,"₹10,400",10400,text_regex,SWAN : 10400/-
FURN-00409,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,23,Sorrento With Footrest,,"₹54,000",54000,text_regex,SORRENTO WITH FOOTREST : 54000/-
FURN-00410,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,23,L - 92,,₹0,0,text_regex,LAZY BOY SET : L - 92000/- | PU - 64000/-
FURN-00411,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,24,Carnival With Footrest,,"₹54,000",54000,text_regex,CARNIVAL WITH FOOTREST : 54000/-
FURN-00412,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,24,Italiano With Footrest,,"₹60,000",60000,text_regex,ITALIANO WITH FOOTREST : 60000/-
FURN-00413,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,25,Enigma With Footrest,,"₹72,000",72000,text_regex,ENIGMA WITH FOOTREST : 72000/-
FURN-00414,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,25,Prince With Footrest,,"₹38,000",38000,text_regex,PRINCE WITH FOOTREST : 38000/-
FURN-00415,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,26,Sasaski With Footrest,,"₹60,000",60000,text_regex,SASASKI WITH FOOTREST : 60000/-
FURN-00416,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,26,Bern With Footrest,,"₹59,000",59000,text_regex,BERN WITH FOOTREST : 59000/-
FURN-00417,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,27,London With Footrest,,"₹32,000",32000,text_regex,LONDON WITH FOOTREST : 32000/-
FURN-00418,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,27,Crystal With Footrest,,"₹56,000",56000,text_regex,CRYSTAL WITH FOOTREST : 56000/-
FURN-00419,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,28,49,,₹500,500,text_regex,49500/-
FURN-00420,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,29,41,,₹0,0,text_regex,41000/-
FURN-00421,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,30,My Chair My Pride,All PricesareEx-Warehouse,Price on Request,0,ocr,MY CHAIR MY PRIDE | All PricesareEx-Warehouse | Price on Request
FURN-00422,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,1,Prince,CHAIRS,"₹2,026",2026,ocr,"PRINCE | CHAIRS | ₹2,026"
FURN-00423,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,2,Quartz,SCULPTED COMFORT,"₹34,000",34000,ocr,"QUARTZ | SCULPTED COMFORT | ₹34,000"
FURN-00424,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,3,Paradox,Where form meets freedom,₹700,700,ocr,Paradox | Where form meets freedom | ₹700
FURN-00425,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,4,Ferrari,Modern comfort.,₹770,770,ocr,Ferrari | Modern comfort. | ₹770
FURN-00426,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,5,Valour,Bold in form.,₹610,610,ocr,Valour | Bold in form. | ₹610
FURN-00427,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,6,Div,Soho,₹720,720,ocr,DIV | Soho | ₹720
FURN-00428,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,7,R S,TIAGO,₹740,740,ocr,R S | TIAGO | ₹740
FURN-00429,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,8,Allure,LOUNGECHAIR,₹700,700,ocr,Allure | LOUNGECHAIR | ₹700
FURN-00430,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,9,Pebble,Soft curves.,"₹29,000",29000,ocr,"PEBBLE | Soft curves. | ₹29,000"
FURN-00431,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,10,Hairs,Crafty,₹800,800,ocr,HAIRS | Crafty | ₹800
FURN-00432,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,11,Cha,MARINA,₹700,700,ocr,CHA | MARINA | ₹700
FURN-00433,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,12,Osaka,Sculpted comfort.,₹800,800,ocr,Osaka | Sculpted comfort. | ₹800
FURN-00434,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,13,Chairs,azzura,₹600,600,ocr,CHAIRS | azzura | ₹600
FURN-00435,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,14,Cassina,VINE,₹700,700,ocr,Cassina | VINE | ₹700
FURN-00436,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,15,Meraki,LOUNGE CHAIR,₹640,640,ocr,MERAKI | LOUNGE CHAIR | ₹640
FURN-00437,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,16,Chair,SCORPIO,₹700,700,ocr,CHAIR | SCORPIO | ₹700
FURN-00438,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,17,Tiesto,CHAIRS,₹750,750,ocr,TIESTO | CHAIRS | ₹750
FURN-00439,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,18,Ivine,Avita,₹840,840,ocr,IVINE | Avita | ₹840
FURN-00440,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,19,Temple,Chic in form.,₹840,840,ocr,temple | Chic in form. | ₹840
FURN-00441,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,20,June,Comfort that inspires.,₹970,970,ocr,June | Comfort that inspires. | ₹970
FURN-00442,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,21,Rolf,Modern comfort.,₹710,710,ocr,Rolf | Modern comfort. | ₹710
FURN-00443,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,22,Symphony,Modern comfort.,₹680,680,ocr,Symphony | Modern comfort. | ₹680
FURN-00444,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,23,Lancer,Sleek design.,₹700,700,ocr,Lancer | Sleek design. | ₹700
FURN-00445,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,24,Zara,Comfort that inspires,₹740,740,ocr,Zara | Comfort that inspires | ₹740
FURN-00446,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,25,Zara,CHAI,₹680,680,ocr,Zara | CHAI | ₹680
FURN-00447,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,26,Ivine,oxy,₹850,850,ocr,IVINE | oxy | ₹850
FURN-00448,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,27,Vine,Finista,₹840,840,ocr,VINE | Finista | ₹840
FURN-00449,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,28,Ethan,Sculpted comfort.,₹640,640,ocr,Ethan | Sculpted comfort. | ₹640
FURN-00450,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,29,Vine,Antonia,₹700,700,ocr,VINE | Antonia | ₹700
FURN-00451,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,30,Mackanzy,Modern comfort.,₹640,640,ocr,Mackanzy | Modern comfort. | ₹640
FURN-00452,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,31,Ivine,mustang,₹710,710,ocr,IVINE | mustang | ₹710
FURN-00453,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,32,Ine,CHA,₹710,710,ocr,INE | CHA | ₹710
FURN-00454,A -DIVINE CHAIRS PRICELIST,PRINCE PRICELIST- AUG26.pdf,prince,33,Chair,MY CHAIRMY PRIDE,Price on Request,0,ocr,CHAIR | MY CHAIRMY PRIDE | Price on Request
FURN-00455,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,1,Recliner,RUR,"₹2,026",2026,ocr,"RECLINER | RUR | ₹2,026"
FURN-00456,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,2,M.R.P.,,"₹82,000",82000,text_regex,"M.R.P. : 82,000/-"
FURN-00457,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,3,M.R.P.,,"₹92,000",92000,text_regex,"M.R.P. : 92,000/-"
FURN-00458,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,4,M.R.P.,,"₹92,000",92000,text_regex,"M.R.P. : 92,000/-"
FURN-00459,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,5,M.R.P.,,"₹63,000",63000,text_regex,"M.R.P. : 63,000/-"
FURN-00460,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,6,"1,20,",,₹0,0,text_regex,"M.R.P. : 1,20,000/-"
FURN-00461,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,7,M.R.P.,,"₹38,500",38500,text_regex,"M.R.P. : 38,500/-"
FURN-00462,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,8,M.R.P.,,"₹86,000",86000,text_regex,"M.R.P. : 86,000/-"
FURN-00463,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,9,M.R.P.,,"₹96,000",96000,text_regex,"M.R.P. : 96,000/-"
FURN-00464,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,10,M.R.P.,,"₹86,000",86000,text_regex,"M.R.P. : 86,000/-"
FURN-00465,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,11,M.R.P.,,"₹49,000",49000,text_regex,"M.R.P. : 49,000/-"
FURN-00466,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,12,M.R.P.,,"₹68,000",68000,text_regex,"M.R.P. : 68,000/-"
FURN-00467,A -DIVINE CHAIRS PRICELIST,RECLINER  PRICELIST- AUG26.pdf,recliner,13,Chairs,MY CHAIR MY PRIDE,Price on Request,0,ocr,CHAIRS | MY CHAIR MY PRIDE | Price on Request
FURN-00468,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,1,Table & Stand,CHAIRS,"₹2,026",2026,ocr,"TABLE & STAND | CHAIRS | ₹2,026"
FURN-00469,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,2,1920 X,,₹390,390,text_regex,1920 X 390
FURN-00470,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,2,120,,₹0,0,text_regex,120000/-
FURN-00471,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,2,Xm,,₹18,18,text_regex,XM 018
FURN-00472,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,2,50,,₹0,0,text_regex,50000/-
FURN-00473,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,2,75,,₹0,0,text_regex,75000/-
FURN-00474,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,Wt,,₹300,300,text_regex,WT 300
FURN-00475,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,104,,₹0,0,text_regex,104000/-
FURN-00476,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,Fd,,₹402,402,text_regex,FD 402
FURN-00477,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,70,,₹0,0,text_regex,70000/-
FURN-00478,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,Bht,,₹103,103,text_regex,BHT 103
FURN-00479,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,70,,₹0,0,text_regex,70000/-
FURN-00480,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,Fyx,,₹402,402,text_regex,FYX 402
FURN-00481,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,3,54,,₹0,0,text_regex,54000/-
FURN-00482,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,360 &,,₹600,600,text_regex,900*360 & 600*460
FURN-00483,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,68,,₹0,0,text_regex,68000/-
FURN-00484,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,300 &,,₹500,500,text_regex,900*300 & 500*500
FURN-00485,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,75,,₹0,0,text_regex,75000/-
FURN-00486,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,330 &,,₹450,450,text_regex,1000*800*330 & 450*550*400
FURN-00487,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,68,,₹0,0,text_regex,68000/-
FURN-00488,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,300 &,,₹600,600,text_regex,1000*300 & 600*400
FURN-00489,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,68,,₹0,0,text_regex,68000/-
FURN-00490,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,320 &,,₹520,520,text_regex,850*320 & 520*430
FURN-00491,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,42,,₹0,0,text_regex,42000/-
FURN-00492,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,Cj1,,₹135,135,text_regex,CJ1135AB
FURN-00493,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,4,84,,₹0,0,text_regex,84000/-
FURN-00494,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,44,,₹500,500,text_regex,44500/-
FURN-00495,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,330 &,,₹500,500,text_regex,1300*700*330 & 500*400*440
FURN-00496,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,105,,₹0,0,text_regex,105000/-
FURN-00497,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,380 &,,₹550,550,text_regex,1160*850*380 & 550*480
FURN-00498,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,38,,₹0,0,text_regex,38000/-
FURN-00499,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,62,,₹0,0,text_regex,62000/-
FURN-00500,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,36,,₹0,0,text_regex,36000/-
FURN-00501,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,800 X 300 & 545 X,,₹360,360,text_regex,800 X 300 & 545 X 360
FURN-00502,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,5,48,,₹0,0,text_regex,48000/-
FURN-00503,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,Cj,,₹943,943,text_regex,CJ 943 A & B
FURN-00504,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,300 /,,₹950,950,text_regex,950*425*300 / 950*425*350
FURN-00505,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,135,,₹0,0,text_regex,135000/-
FURN-00506,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,Yb,,₹257,257,text_regex,YB 257
FURN-00507,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,220 &,,₹800,800,text_regex,1300*700*220 & 800*900*350
FURN-00508,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,78,,₹0,0,text_regex,78000/-
FURN-00509,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,410 /,,₹540,540,text_regex,1240*650*410 / 540*510
FURN-00510,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,31,,₹0,0,text_regex,31000/-
FURN-00511,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,Cj,,₹791,791,text_regex,CJ 791 C & D (Set of 2 only)
FURN-00512,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,300 /,,₹600,600,text_regex,950*950*300 / 600*550
FURN-00513,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,105,,₹0,0,text_regex,105000/-
FURN-00514,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,Yb 2,,₹530,530,text_regex,YB 2530
FURN-00515,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,300 /,,₹500,500,text_regex,900*900*300 / 500*500*400
FURN-00516,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,68,,₹0,0,text_regex,68000/-
FURN-00517,A -DIVINE CHAIRS PRICELIST,TABLE & STAND PRICELIST-AUG26.pdf,tables,6,350 /,,₹500,500,text_regex,850*850*350 / 500*500*460
