ID,Folder,PDF_File,Category,Page,Product_Title,Price_Formatted,Raw_Price,Image_Path,Line_Text
EXT-0154,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,21,52,₹0,0,/extracted_product_images/EXT-0154.jpg,: 52000/-
EXT-0155,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,22,63,₹500,500,/extracted_product_images/EXT-0155.jpg,: 63500/- | MB : 58500/-
EXT-0156,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,22,51,₹0,0,/extracted_product_images/EXT-0156.jpg,: 51000/- | MB : 48000/-
EXT-0157,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,22,68,₹0,0,/extracted_product_images/EXT-0157.jpg,: 68000/-
EXT-0158,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,22,40,₹0,0,/extracted_product_images/EXT-0158.jpg,: 40000/-
EXT-0159,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,23,75,₹0,0,/extracted_product_images/EXT-0159.jpg,: 75000/- | MB : 72000/-
EXT-0160,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,23,55,₹0,0,/extracted_product_images/EXT-0160.jpg,: 55000/- | MB : 50000/-
EXT-0161,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,23,41,₹0,0,/extracted_product_images/EXT-0161.jpg,: 41000/- |MB : 39000/-
EXT-0162,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,23,59,₹0,0,/extracted_product_images/EXT-0162.jpg,: 59000/- | MB : 57000/-
EXT-0163,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,24,26,₹0,0,/extracted_product_images/EXT-0163.jpg,: 26000/-
EXT-0164,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,24,24,₹0,0,/extracted_product_images/EXT-0164.jpg,: 24000/-
EXT-0165,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,24,28,₹0,0,/extracted_product_images/EXT-0165.jpg,: 28000/-
EXT-0166,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,24,26,₹0,0,/extracted_product_images/EXT-0166.jpg,: 26000/-
EXT-0167,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,25,95,₹0,0,/extracted_product_images/EXT-0167.jpg,: 95000/-
EXT-0168,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,25,85,₹0,0,/extracted_product_images/EXT-0168.jpg,: 85000/-
EXT-0169,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,25,80,₹0,0,/extracted_product_images/EXT-0169.jpg,: 80000/-
EXT-0170,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,25,76,₹0,0,/extracted_product_images/EXT-0170.jpg,: 76000/-
EXT-0171,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,26,28,₹0,0,/extracted_product_images/EXT-0171.jpg,: 28000/-
EXT-0172,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,27,32,₹500,500,/extracted_product_images/EXT-0172.jpg,: 32500/-
EXT-0173,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,27,30,₹500,500,/extracted_product_images/EXT-0173.jpg,: 30500/-
EXT-0174,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,27,34,₹0,0,/extracted_product_images/EXT-0174.jpg,: 34000/-
EXT-0175,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,27,32,₹0,0,/extracted_product_images/EXT-0175.jpg,: 32000/-
EXT-0176,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,28,28,₹0,0,/extracted_product_images/EXT-0176.jpg,: 28000/-
EXT-0177,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,28,26,₹500,500,/extracted_product_images/EXT-0177.jpg,: 26500/-
EXT-0178,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,28,32,₹0,0,/extracted_product_images/EXT-0178.jpg,: 32000/-
EXT-0179,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,28,30,₹0,0,/extracted_product_images/EXT-0179.jpg,: 30000/-
EXT-0180,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,29,33,₹0,0,/extracted_product_images/EXT-0180.jpg,: 33000/-
EXT-0181,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,29,32,₹0,0,/extracted_product_images/EXT-0181.jpg,: 32000/-
EXT-0182,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,29,34,₹500,500,/extracted_product_images/EXT-0182.jpg,: 34500/-
EXT-0183,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,29,32,₹0,0,/extracted_product_images/EXT-0183.jpg,: 32000/-
EXT-0184,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,30,64,₹0,0,/extracted_product_images/EXT-0184.jpg,: 64000/-
EXT-0185,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,30,61,₹0,0,/extracted_product_images/EXT-0185.jpg,: 61000/-
EXT-0186,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,30,75,₹0,0,/extracted_product_images/EXT-0186.jpg,: 75000/-
EXT-0187,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,30,55,₹0,0,/extracted_product_images/EXT-0187.jpg,: 55000/-
EXT-0188,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,31,128,₹0,0,/extracted_product_images/EXT-0188.jpg,: 128000/-
EXT-0189,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,31,120,₹0,0,/extracted_product_images/EXT-0189.jpg,: 120000/-
EXT-0190,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,31,32,₹0,0,/extracted_product_images/EXT-0190.jpg,: 32000/-
EXT-0191,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,31,31,₹0,0,/extracted_product_images/EXT-0191.jpg,: 31000/-
EXT-0192,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,32,31,₹0,0,/extracted_product_images/EXT-0192.jpg,: 31000/-
EXT-0193,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,32,28,₹500,500,/extracted_product_images/EXT-0193.jpg,: 28500/-
EXT-0194,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,32,26,₹0,0,/extracted_product_images/EXT-0194.jpg,: 26000/-
EXT-0195,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,32,24,₹0,0,/extracted_product_images/EXT-0195.jpg,: 24000/-
EXT-0196,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,33,20,₹0,0,/extracted_product_images/EXT-0196.jpg,: 20000/-
EXT-0197,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,33,19,₹0,0,/extracted_product_images/EXT-0197.jpg,: 19000/-
EXT-0198,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,33,38,₹500,500,/extracted_product_images/EXT-0198.jpg,: 38500/-
EXT-0199,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,33,37,₹500,500,/extracted_product_images/EXT-0199.jpg,: 37500/-
EXT-0200,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,34,17,₹500,500,/extracted_product_images/EXT-0200.jpg,: 17500/-
EXT-0201,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,34,17,₹0,0,/extracted_product_images/EXT-0201.jpg,: 17000/-
EXT-0202,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,34,17,₹500,500,/extracted_product_images/EXT-0202.jpg,: 17500/-
EXT-0203,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,34,17,₹0,0,/extracted_product_images/EXT-0203.jpg,: 17000/-
EXT-0204,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,35,14,₹0,0,/extracted_product_images/EXT-0204.jpg,: 14000/-
EXT-0205,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,35,13,₹0,0,/extracted_product_images/EXT-0205.jpg,: 13000/-
EXT-0206,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,35,25,₹500,500,/extracted_product_images/EXT-0206.jpg,: 25500/-
EXT-0207,A -DIVINE CHAIRS PRICELIST,EXECUTIVE PRICELIST-AUG26.pdf,executive,35,24,₹500,500,/extracted_product_images/EXT-0207.jpg,: 24500/-
EXT-0208,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,19,₹800,800,/extracted_product_images/EXT-0208.jpg,19800/-
EXT-0209,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,16,₹0,0,/extracted_product_images/EXT-0209.jpg,16000/-
EXT-0210,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,12,₹500,500,/extracted_product_images/EXT-0210.jpg,12500/-
EXT-0211,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,23,₹0,0,/extracted_product_images/EXT-0211.jpg,23000/-
EXT-0212,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,12,₹500,500,/extracted_product_images/EXT-0212.jpg,12500/-
EXT-0213,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,16,₹500,500,/extracted_product_images/EXT-0213.jpg,16500/-
EXT-0214,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,23,₹0,0,/extracted_product_images/EXT-0214.jpg,23000/-
EXT-0215,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,2,25,₹0,0,/extracted_product_images/EXT-0215.jpg,25000/-
EXT-0216,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,14,₹500,500,/extracted_product_images/EXT-0216.jpg,14500/-
EXT-0217,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,10,₹500,500,/extracted_product_images/EXT-0217.jpg,10500/-
EXT-0218,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,18,₹500,500,/extracted_product_images/EXT-0218.jpg,18500/-
EXT-0219,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,12,₹500,500,/extracted_product_images/EXT-0219.jpg,12500/-
EXT-0220,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,11,₹500,500,/extracted_product_images/EXT-0220.jpg,11500/-
EXT-0221,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,12,₹200,200,/extracted_product_images/EXT-0221.jpg,12200/-
EXT-0222,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,3,12,₹500,500,/extracted_product_images/EXT-0222.jpg,12500/-
EXT-0223,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,4,12,₹500,500,/extracted_product_images/EXT-0223.jpg,12500/-
EXT-0224,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,4,12,₹0,0,/extracted_product_images/EXT-0224.jpg,12000/-
EXT-0225,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,5,15,₹0,0,/extracted_product_images/EXT-0225.jpg,15000/-
EXT-0226,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,5,12,₹750,750,/extracted_product_images/EXT-0226.jpg,12750/-
EXT-0227,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,5,11,₹0,0,/extracted_product_images/EXT-0227.jpg,11000/-
EXT-0228,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,6,10,₹500,500,/extracted_product_images/EXT-0228.jpg,10500/-
EXT-0229,A -DIVINE CHAIRS PRICELIST,HIGHCOUNTER PRICELIST- AUG26.pdf,highcounter,6,14,₹500,500,/extracted_product_images/EXT-0229.jpg,14500/-
EXT-0230,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,1,Collection,Price on Request,0,/extracted_product_images/EXT-0230.jpg,COLLECTION
EXT-0231,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,2,Emmi,"₹44,000",44000,/extracted_product_images/EXT-0231.jpg,EMMI : 44000/-
EXT-0232,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,2,Rambo,"₹38,000",38000,/extracted_product_images/EXT-0232.jpg,RAMBO : 38000/-
EXT-0233,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,2,Spain,"₹52,000",52000,/extracted_product_images/EXT-0233.jpg,SPAIN : 52000/-
EXT-0234,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,2,Armenia,"₹44,000",44000,/extracted_product_images/EXT-0234.jpg,ARMENIA : 44000/-
EXT-0235,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,3,Lucifer,"₹22,000",22000,/extracted_product_images/EXT-0235.jpg,LUCIFER : 22000/-
EXT-0236,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,3,Matrix,"₹48,000",48000,/extracted_product_images/EXT-0236.jpg,MATRIX : 48000/-
EXT-0237,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,3,Denver,"₹44,000",44000,/extracted_product_images/EXT-0237.jpg,DENVER : 44000/-
EXT-0238,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,3,Vortex,"₹48,000",48000,/extracted_product_images/EXT-0238.jpg,VORTEX : 48000/-
EXT-0239,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,4,Volos - 36,₹0,0,/extracted_product_images/EXT-0239.jpg,VOLOS - 36000/-
EXT-0240,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,4,Starc,"₹29,000",29000,/extracted_product_images/EXT-0240.jpg,STARC : 29000/-
EXT-0241,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,4,Rolf Ash Wood (Imp),"₹28,000",28000,/extracted_product_images/EXT-0241.jpg,ROLF ASH WOOD (IMP) : 28000/-
EXT-0242,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,4,Antalia,"₹33,000",33000,/extracted_product_images/EXT-0242.jpg,ANTALIA : 33000/-
EXT-0243,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,5,Belgium,"₹36,000",36000,/extracted_product_images/EXT-0243.jpg,BELGIUM: 36000/-
EXT-0244,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,5,Capitol,"₹29,500",29500,/extracted_product_images/EXT-0244.jpg,CAPITOL : 29500/-
EXT-0245,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,5,Austria,"₹54,000",54000,/extracted_product_images/EXT-0245.jpg,AUSTRIA : 54000/-
EXT-0246,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,5,Domino - 16,₹500,500,/extracted_product_images/EXT-0246.jpg,DOMINO - 16500/- | 17500/-
EXT-0247,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,6,Bulgaria,"₹66,000",66000,/extracted_product_images/EXT-0247.jpg,BULGARIA : 66000/-
EXT-0248,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,6,Vivienne - 62,₹0,0,/extracted_product_images/EXT-0248.jpg,VIVIENNE - 62000/-
EXT-0249,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,6,Maxx,"₹36,000",36000,/extracted_product_images/EXT-0249.jpg,MAXX : 36000/-
EXT-0250,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,6,Roogle,"₹38,000",38000,/extracted_product_images/EXT-0250.jpg,ROOGLE : 38000/-
EXT-0251,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,7,Greece,"₹49,900",49900,/extracted_product_images/EXT-0251.jpg,GREECE : 49900/-
EXT-0252,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,7,Epitome,"₹49,500",49500,/extracted_product_images/EXT-0252.jpg,EPITOME : 49500/-
EXT-0253,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,7,Bern,"₹44,000",44000,/extracted_product_images/EXT-0253.jpg,BERN : 44000/-
EXT-0254,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,7,Sasaski,"₹44,000",44000,/extracted_product_images/EXT-0254.jpg,SASASKI : 44000/-
EXT-0255,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,8,Enigma,"₹49,500",49500,/extracted_product_images/EXT-0255.jpg,ENIGMA : 49500/-
EXT-0256,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,8,Antartica,"₹35,000",35000,/extracted_product_images/EXT-0256.jpg,ANTARTICA : 35000/-
EXT-0257,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,8,Cape,"₹40,000",40000,/extracted_product_images/EXT-0257.jpg,CAPE : 40000/-
EXT-0258,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,8,Albania,"₹34,000",34000,/extracted_product_images/EXT-0258.jpg,ALBANIA : 34000/-
EXT-0259,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,9,Bugatti,"₹42,000",42000,/extracted_product_images/EXT-0259.jpg,BUGATTI : 42000/-
EXT-0260,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,9,Sierra - 50,₹0,0,/extracted_product_images/EXT-0260.jpg,SIERRA - 50000/-
EXT-0261,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,9,Lucerne,"₹38,000",38000,/extracted_product_images/EXT-0261.jpg,LUCERNE : 38000/-
EXT-0262,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,9,Santosa - 19,₹950,950,/extracted_product_images/EXT-0262.jpg,SANTOSA - 19950/-
EXT-0263,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,10,Romania,"₹29,500",29500,/extracted_product_images/EXT-0263.jpg,ROMANIA : 29500/-
EXT-0264,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,10,Milos (Ar),"₹33,000",33000,/extracted_product_images/EXT-0264.jpg,MILOS (AR) : 33000/-
EXT-0265,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,10,Ferrara,"₹44,000",44000,/extracted_product_images/EXT-0265.jpg,FERRARA : 44000/-
EXT-0266,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,10,Sorrento,"₹34,000",34000,/extracted_product_images/EXT-0266.jpg,SORRENTO : 34000/-
EXT-0267,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,11,Burano,"₹28,000",28000,/extracted_product_images/EXT-0267.jpg,BURANO : 28000/-
EXT-0268,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,11,Carnival,"₹36,000",36000,/extracted_product_images/EXT-0268.jpg,CARNIVAL : 36000/-
EXT-0269,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,11,London,"₹21,000",21000,/extracted_product_images/EXT-0269.jpg,LONDON : 21000/-
EXT-0270,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,11,Jamaica,"₹24,500",24500,/extracted_product_images/EXT-0270.jpg,JAMAICA : 24500/-
EXT-0271,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Athens (R),"₹38,000",38000,/extracted_product_images/EXT-0271.jpg,ATHENS (R) : 38000/-
EXT-0272,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Edinburg,"₹36,000",36000,/extracted_product_images/EXT-0272.jpg,EDINBURG : 36000/-
EXT-0273,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Sumo  - 21,₹0,0,/extracted_product_images/EXT-0273.jpg,SUMO  - 21000/-
EXT-0274,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,12,Knoll (Fix),"₹13,400",13400,/extracted_product_images/EXT-0274.jpg,KNOLL (FIX) : 13400/-
EXT-0275,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Amalfi - 56,₹0,0,/extracted_product_images/EXT-0275.jpg,AMALFI - 56000/-
EXT-0276,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Lexus - 64,₹0,0,/extracted_product_images/EXT-0276.jpg,LEXUS - 64000/-
EXT-0277,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Milano - 46,₹0,0,/extracted_product_images/EXT-0277.jpg,MILANO - 46000/-
EXT-0278,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,13,Swing,"₹46,000",46000,/extracted_product_images/EXT-0278.jpg,SWING : 46000/-
EXT-0279,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Gemini,"₹26,000",26000,/extracted_product_images/EXT-0279.jpg,GEMINI : 26000/-
EXT-0280,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Capri,"₹15,500",15500,/extracted_product_images/EXT-0280.jpg,CAPRI : 15500/-
EXT-0281,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Rome,"₹33,000",33000,/extracted_product_images/EXT-0281.jpg,ROME : 33000/-
EXT-0282,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,14,Caviana,"₹36,000",36000,/extracted_product_images/EXT-0282.jpg,CAVIANA : 36000/-
EXT-0283,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Lawson Hb Black,"₹21,500",21500,/extracted_product_images/EXT-0283.jpg,LAWSON HB BLACK : 21500/-
EXT-0284,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Samson,"₹13,000",13000,/extracted_product_images/EXT-0284.jpg,SAMSON : 13000/-
EXT-0285,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Lawson Mb Black,"₹19,000",19000,/extracted_product_images/EXT-0285.jpg,LAWSON MB BLACK : 19000/-
EXT-0286,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,15,Tucson,"₹12,000",12000,/extracted_product_images/EXT-0286.jpg,TUCSON : 12000/-
EXT-0287,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Wood,"₹15,300",15300,/extracted_product_images/EXT-0287.jpg,SIAM WOOD : 15300/-
EXT-0288,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Apex,"₹21,000",21000,/extracted_product_images/EXT-0288.jpg,SIAM APEX : 21000/-
EXT-0289,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Aluminium,"₹14,800",14800,/extracted_product_images/EXT-0289.jpg,SIAM ALUMINIUM : 14800/-
EXT-0290,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,16,Siam Crest,"₹16,500",16500,/extracted_product_images/EXT-0290.jpg,SIAM CREST : 16500/-
EXT-0291,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Barbados,"₹14,000",14000,/extracted_product_images/EXT-0291.jpg,BARBADOS : 14000/-
EXT-0292,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Kiwis,"₹12,000",12000,/extracted_product_images/EXT-0292.jpg,KIWIS : 12000/-
EXT-0293,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Prince,"₹24,000",24000,/extracted_product_images/EXT-0293.jpg,PRINCE : 24000/-
EXT-0294,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,17,Paris - 23,₹0,0,/extracted_product_images/EXT-0294.jpg,PARIS - 23000/-
EXT-0295,A -DIVINE CHAIRS PRICELIST,LOUNGE  PRICELIST- AUG26.pdf,lounge,18,Siam 4 Star,"₹11,600",11600,/extracted_product_images/EXT-0295.jpg,SIAM 4 STAR : 11600/-
